"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","price","url","yearBuilt"
"Dallas",,,"TX","10923 Cinderella Ln",,"75229","2","3","USD","A most unique opportunity to be part of the historic and celebrated Disney Street Neighborhood, Midway Hills. This luxury home features three bedrooms and two full baths. In the contemporary ranch style of the mid 50's, this home, along with the neighborhood, were one of the first to be featured in the Dallas Parade of Homes. While the appliances and floor covering are newer and upgraded, the original bathroom tile work and ceramics remain in near perfect condition. The large kitchen has lots of cabinet space and a separate pantry. Newer energy efficient windows help keep your utilities down while adding to the overall beauty of this classic home.","32.897346","1860","-96.840456","https://photos.zillowstatic.com/p_f/ISnaaplepd9jo11000000000.jpg","https://photos.zillowstatic.com/p_f/ISjb0vmlmxhjw11000000000.jpg","https://photos.zillowstatic.com/p_f/ISf48d38l51mo11000000000.jpg","https://photos.zillowstatic.com/p_f/IS7y51l1hxsoo11000000000.jpg","https://photos.zillowstatic.com/p_f/ISzr3p2vcpkro11000000000.jpg","https://photos.zillowstatic.com/p_f/ISrl1dko8hcuo11000000000.jpg","https://photos.zillowstatic.com/p_f/ISzn8eebg4gm221000000000.jpg","https://photos.zillowstatic.com/p_f/ISjfz02i494xo11000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9xojb01wzo11000000000.jpg","https://photos.zillowstatic.com/p_f/ISb5yi4fip9mw11000000000.jpg","https://photos.zillowstatic.com/p_f/IS3zv6m8eh1pw11000000000.jpg","https://photos.zillowstatic.com/p_f/ISvstu32a9trw11000000000.jpg","https://photos.zillowstatic.com/p_f/ISnmrilv51luw11000000000.jpg","https://photos.zillowstatic.com/p_f/ISfgp63p1tcxw11000000000.jpg","https://photos.zillowstatic.com/p_f/IS7anukixk40x11000000000.jpg","https://photos.zillowstatic.com/p_f/ISz3li2ctcw2x11000000000.jpg","https://photos.zillowstatic.com/p_f/ISrxi6k5p4o5x11000000000.jpg","https://photos.zillowstatic.com/p_f/ISjrgu1zkwf8x11000000000.jpg","https://photos.zillowstatic.com/p_f/IS33vc15wsn2p11000000000.jpg","https://photos.zillowstatic.com/p_f/ISbleijsgo7bx11000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2649","https://www.zillow.com/homedetails/10923-Cinderella-Ln-Dallas-TX-75229/26789472_zpid/","1955"
"Dallas",,,"TX","1854 Euclid Ave UNIT 104",,"75206","2.5","2","USD","Beautiful and spacious condo available for lease within walking distance of Sprouts, Trader Joe's, restaurants, coffee shops, bars, night life and more! This one definitely won't last long! This 2018 built home is bright, open, and has tons of natural light! Don't miss the private, fenced in back yard with BBQ grill included for your use! Great place for pets, pals, or just a quiet evening alone with your favorite book. Private guest suite is on the first floor and includes a full bathroom. Open living room and large dining area right off of the beautiful kitchen lets in tons of natural light! Master bedroom is HUGE and has a walk in closet and bathroom that truly is luxurious! You have to see this one today!","32.813039","2225","-96.773198","https://photos.zillowstatic.com/p_f/ISfsydkm6cqxt41000000000.jpg","https://photos.zillowstatic.com/p_f/IS7mw12g24i0u41000000000.jpg","https://photos.zillowstatic.com/p_f/ISzfupj9yv93u41000000000.jpg","https://photos.zillowstatic.com/p_f/ISr9sd13un16u41000000000.jpg","https://photos.zillowstatic.com/p_f/ISj3q1jwpft8u41000000000.jpg","https://photos.zillowstatic.com/p_f/ISbxnp0ql7lbu41000000000.jpg","https://photos.zillowstatic.com/p_f/IS3rldijhzceu41000000000.jpg","https://photos.zillowstatic.com/p_f/ISvkj10ddr4hu41000000000.jpg","https://photos.zillowstatic.com/p_f/ISnehph69jwju41000000000.jpg","https://photos.zillowstatic.com/p_f/ISf8fdzz4bomu41000000000.jpg","https://photos.zillowstatic.com/p_f/IS72d1ht03gpu41000000000.jpg","https://photos.zillowstatic.com/p_f/ISzvapymwu7su41000000000.jpg","https://photos.zillowstatic.com/p_f/ISrp8dggsmzuu41000000000.jpg","https://photos.zillowstatic.com/p_f/ISjj61y9oerxu41000000000.jpg","https://photos.zillowstatic.com/p_f/ISbd4pf3k6j0v41000000000.jpg","https://photos.zillowstatic.com/p_f/IS372dxwfya3v41000000000.jpg","https://photos.zillowstatic.com/p_f/ISv001fqbq26v41000000000.jpg","https://photos.zillowstatic.com/p_f/ISnuxowj7iu8v41000000000.jpg","https://photos.zillowstatic.com/p_f/ISfovced3ambv41000000000.jpg","https://photos.zillowstatic.com/p_f/IS7it0w6z1eev41000000000.jpg","https://photos.zillowstatic.com/p_f/ISzbrod0vt5hv41000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3300","https://www.zillow.com/homedetails/1854-Euclid-Ave-UNIT-104-Dallas-TX-75206/303984827_zpid/","2017"
"Dallas",,,"TX","3506 Armstrong Ave",,"75205","2","2","USD","Quiet but active location yards from the Katy Trail and only a minute's walk from Trader Joes and other Knox/Henderson amenities. Cute, comfortable home with large yard and garden. Good for indoor/outdoor entertaining. Not many like it. Updated bathrooms and kitchen. Top of the line appliances - washer/dryer, stove

No smoking. No cats. Dogs possibly. Tenant responsible for utilities. Lawn and yard care billed quarterly.","32.822114","2110","-96.793516","https://photos.zillowstatic.com/p_f/ISrdrby3xxtxop1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj7pzfxspl0pp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb1nnxqohd3pp1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3vkbfkk956pp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx3uqxd32u691000000000.jpg","https://photos.zillowstatic.com/p_f/IS3r1i8r9vtw691000000000.jpg","https://photos.zillowstatic.com/p_f/ISvkz5qk5nlz691000000000.jpg","https://photos.zillowstatic.com/p_f/ISnext7e1fd2791000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrjphfclikma1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrlhdz88danma1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjff1h2452qma1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfghob9i5y16j1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4750","https://www.zillow.com/homedetails/3506-Armstrong-Ave-Dallas-TX-75205/26692621_zpid/","1931"
"Dallas",,"Lake Highlands--Northwood Estates","TX","8533 Graywood Dr",,"75243","2","3","USD","Tastefully updated three-bedroom house inside LBJ near Royal and Greenville. In the kitchen, new cabinets, counter tops, appliances, and luxury vinyl plank flooring. New wood floors in the living areas and bedrooms. Both baths redone. Large backyard. Friendly established neighborhood. Walk to Northwood Park. Prefer no pets.","32.899326","1106","-96.755818","https://photos.zillowstatic.com/p_f/ISblqjstw5e4l50000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fo7ansx57l50000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8mvrgopx9l50000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2kj9akhpcl50000000000.jpg","https://photos.zillowstatic.com/p_f/ISfwh7r3g9hfl50000000000.jpg","https://photos.zillowstatic.com/p_f/IS7qfv8xb19il50000000000.jpg","https://photos.zillowstatic.com/p_f/ISzjdjqq7t0ll50000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdb78k3lsnl50000000000.jpg","https://photos.zillowstatic.com/p_f/ISj79vpdzckql50000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1750","https://www.zillow.com/homedetails/8533-Graywood-Dr-Dallas-TX-75243/26853100_zpid/","1959"
"Dallas",,"Lake Highlands--Northwood Estates","TX","8533 Graywood Dr",,"75243","2","3","USD","Tastefully updated three-bedroom house inside LBJ near Royal and Greenville. In the kitchen, new cabinets, counter tops, appliances, and luxury vinyl plank flooring. New wood floors in the living areas and bedrooms. Both baths redone. Large backyard. Friendly established neighborhood. Walk to Northwood Park. Prefer no pets.","32.899326","1106","-96.755818","https://photos.zillowstatic.com/p_f/ISblqjstw5e4l50000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fo7ansx57l50000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8mvrgopx9l50000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2kj9akhpcl50000000000.jpg","https://photos.zillowstatic.com/p_f/ISfwh7r3g9hfl50000000000.jpg","https://photos.zillowstatic.com/p_f/IS7qfv8xb19il50000000000.jpg","https://photos.zillowstatic.com/p_f/ISzjdjqq7t0ll50000000000.jpg","https://photos.zillowstatic.com/p_f/ISrdb78k3lsnl50000000000.jpg","https://photos.zillowstatic.com/p_f/ISj79vpdzckql50000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1750","https://www.zillow.com/homedetails/8533-Graywood-Dr-Dallas-TX-75243/26853100_zpid/","1959"
"Dallas",,,"TX","3506 Armstrong Ave",,"75205","2","2","USD","Quiet but active location yards from the Katy Trail and only a minute's walk from Trader Joes and other Knox/Henderson amenities. Cute, comfortable home with large yard and garden. Good for indoor/outdoor entertaining. Not many like it. Updated bathrooms and kitchen. Top of the line appliances - washer/dryer, stove

No smoking. No cats. Dogs possibly. Tenant responsible for utilities. Lawn and yard care billed quarterly.","32.822114","2110","-96.793516","https://photos.zillowstatic.com/p_f/ISrdrby3xxtxop1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj7pzfxspl0pp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb1nnxqohd3pp1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3vkbfkk956pp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbx3uqxd32u691000000000.jpg","https://photos.zillowstatic.com/p_f/IS3r1i8r9vtw691000000000.jpg","https://photos.zillowstatic.com/p_f/ISvkz5qk5nlz691000000000.jpg","https://photos.zillowstatic.com/p_f/ISnext7e1fd2791000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrjphfclikma1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrlhdz88danma1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjff1h2452qma1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfghob9i5y16j1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4750","https://www.zillow.com/homedetails/3506-Armstrong-Ave-Dallas-TX-75205/26692621_zpid/","1931"
"Dallas",,,"TX","4306 Metropolitan Ave",,"75210","1","3","USD","This 1136 square foot single family home has 3 bedrooms and 1.0 bathrooms. This home is located at 4306 Metropolitan Ave, Dallas, TX 75210.","32.775906","1136","-96.748361","https://photos.zillowstatic.com/p_f/ISzbjeg9h7kbdk1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfw1vau298vmk1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7qzisny00ymk1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9x83go8bhkk1000000000.jpg","https://photos.zillowstatic.com/p_f/IS33vwk9k03kkk1000000000.jpg","https://photos.zillowstatic.com/p_f/ISna2zvetx8r491000000000.jpg","https://photos.zillowstatic.com/p_f/ISvwsk23gsumkk1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnqq8kwbkmpkk1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"950","https://www.zillow.com/homedetails/4306-Metropolitan-Ave-Dallas-TX-75210/26688725_zpid/","1918"
"Dallas",,,"TX","4315 Cole Ave APT 103",,"75205","1.5","2","USD","Charming 2 story Uptown condo in small gated complex. First floor features living area with hardwoods, high ceilings, and fireplace. Updated kitchen with ss appliances, granite counters. Dining has French doors opening to private courtyard. Both bedrooms up. Master bedroom with fireplace, ceiling fan, and ample closet space. Full washer dryer included. One covered parking space in shared garage and additional space in front. Walk to Knox Henderson, Katy Trail and West Village. Ideal location in heart of Uptown.","32.818573","1057","-96.791531","https://photos.zillowstatic.com/p_f/ISvwwzsgtv8kxp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbt05evgbqnlq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb5ymnky9lsyp1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3nysvoc3iqlq1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3zva5eu1dvyp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvgwgdi8v9tlq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnau4vb4n1wlq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvstym7qt4yyp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISf4ssc50ftylq1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7ypguyv6l1mq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnmrm41mlw0zp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrn4csryc4mq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfgpamuhdo3zp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrllstlnq47mq1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1975","https://www.zillow.com/homedetails/4315-Cole-Ave-APT-103-Dallas-TX-75205/2128805574_zpid/","1983"
"Dallas",,,"TX","2455 Hartline Dr",,"75228","1","3","USD","Nice Neighborhood Walk to the Park Walk to Dog Park New Water Park Close To White Rock Lake Minutes To Downtown Large Back Yard

Credit Check Must Have 725 Score No Felonies No Subleasing No Cats No Reptiles No smoking Small Dogs only","32.829625","1500","-96.673226","https://maps.googleapis.com/maps/api/streetview?location=2455+Hartline+Dr%2C+Dallas%2C+TX+75228&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=nalPrr5kDokv-xzH450RREO0Ti8=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1800","https://www.zillow.com/homedetails/2455-Hartline-Dr-Dallas-TX-75228/26840807_zpid/","1954"
"Dallas",,,"TX","2455 Hartline Dr",,"75228","1","3","USD","Nice Neighborhood Walk to the Park Walk to Dog Park New Water Park Close To White Rock Lake Minutes To Downtown Large Back Yard

Credit Check Must Have 725 Score No Felonies No Subleasing No Cats No Reptiles No smoking Small Dogs only","32.829625","1500","-96.673226","https://maps.googleapis.com/maps/api/streetview?location=2455+Hartline+Dr%2C+Dallas%2C+TX+75228&size=1025x768&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=nalPrr5kDokv-xzH450RREO0Ti8=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1800","https://www.zillow.com/homedetails/2455-Hartline-Dr-Dallas-TX-75228/26840807_zpid/","1954"
"Dallas",,,"TX","4315 Cole Ave APT 103",,"75205","1.5","2","USD","Charming 2 story Uptown condo in small gated complex. First floor features living area with hardwoods, high ceilings, and fireplace. Updated kitchen with ss appliances, granite counters. Dining has French doors opening to private courtyard. Both bedrooms up. Master bedroom with fireplace, ceiling fan, and ample closet space. Full washer dryer included. One covered parking space in shared garage and additional space in front. Walk to Knox Henderson, Katy Trail and West Village. Ideal location in heart of Uptown.","32.818573","1057","-96.791531","https://photos.zillowstatic.com/p_f/ISvwwzsgtv8kxp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbt05evgbqnlq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb5ymnky9lsyp1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3nysvoc3iqlq1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3zva5eu1dvyp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvgwgdi8v9tlq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnau4vb4n1wlq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvstym7qt4yyp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISf4ssc50ftylq1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7ypguyv6l1mq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnmrm41mlw0zp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrn4csryc4mq1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfgpamuhdo3zp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrllstlnq47mq1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1975","https://www.zillow.com/homedetails/4315-Cole-Ave-APT-103-Dallas-TX-75205/2128805574_zpid/","1983"
"Dallas",,,"TX","419 Clermont St",,"75223","2","3","USD","Our home is a classic 1929 Tudor fully updated and located in the historic Hollywood Heights/Santa Monica Conservation District, one of the largest classic tudor home neighborhoods in America and most sought after neighborhoods in East Dallas/Lakewood. Our home is zoned into the highly-desired Lakewood Elementary and is walking distance to the high-performing J.L. Long Middle School and Woodrow Wilson High Schools. Our home has been upgraded with an en-suite master bath with walk-in closet, jetted tub and stand alone shower, utility closet with full-size front loading washer/dryer, vaulted ceiling, and updated original full bath. Our home also features a large flagstone patio across the entire rear of the home leading to the grassy and partially shaded back yard. Our home also features a 2-car garage, a rarity in this neighborhood. The backyard is fully enclosed in the privacy of a high cedar board-on-board fence and the driveway is protected by remotely-operated iron gate. The kitchen features stainless appliances including a JennAire gas range/oven and Bosch dishwasher. The kitchen is finished off with beautiful black granite counters and an extra-large and deep stainless sink.

Tenant is responsible for all utilities and lawn care. No smoking.","32.806134","1641","-96.74513","https://photos.zillowstatic.com/p_f/ISb9ttkkqjzdkp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrhqloba7udfp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjfz0u3gipjqp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjbo9656zlgfp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb5mxny1rdjfp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9xobxbahmqp1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3zjl5sxi5mfp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvsh9nltaxofp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnmfx4fp2prfp1000000000.jpg","https://photos.zillowstatic.com/p_f/IS33vctq729pqp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvws0bk3u0sqp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfgdlm8lugufp1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7ab942hm8xfp1000000000.jpg","https://photos.zillowstatic.com/p_f/ISz39xlvce00gp1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3000","https://www.zillow.com/homedetails/419-Clermont-St-Dallas-TX-75223/2079472755_zpid/",
"Dallas",,,"TX","6726 Victoria Ave",,"75209","2","3","USD","Recently renovated 3 bedroom/2 bath home with a large fenced backyard. Open floorplan with gourmet kitchen including gas range, quartzite countertops, new cabinetry, and all new appliances. Centrally located; only 10 minutes from downtown, tollway, Love Field, and major freeways. Up and coming neighborhood with many 800k plus homes being built all around.

Pets allowed with an additional monthly fee. The pet fee is based on the lease term and number of pets.","32.8405","1300","-96.830919","https://photos.zillowstatic.com/p_f/ISnay3tkqk0xyb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISf4wraemcszyb1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7ytfs7i4k2zb1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3fsuq276ravb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzrr3a1ewb5zb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrlprru9o38zb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjfnf9o5gvazb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv8qi8w2yidvb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISn2o6qpypagvb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb9l3rh18ndzb1000000000.jpg","https://photos.zillowstatic.com/p_f/IS33jr8bxzegzb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfwlu7juh2jvb1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvwgfq4tr6jzb1000000000.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2750","https://www.zillow.com/homedetails/6726-Victoria-Ave-Dallas-TX-75209/26699984_zpid/","1948"
"Dallas",,,"TX","7935 Sarahville Dr",,"75252","4.5","5","USD","Corner Lot, Custom built. Upgraded Elevation with Stone,Bricks,Iron Entry Door. Breakfast and formal dining rooms.First-floor owner's suite, and Guest Bedroom with Full Bath. Frameless Shower Doors extended Mirrors tiles in all Bathrooms, and Granite Countertops. Custom Laundry. Contemporary Fans. HomePro Full Package with Camera, Surround Sounds System in Media Room. Central Vacuum. WiFi Extended System. Gas TV connections in the Patio. Upgraded Kitchen,Granite Countertops, sink,faucets, pullout trash Can drawer, and Custom built Computer Desk with Drawers Cabinets and Granite Countertop. Custom mirrors in Foyer Game Room closet.Tankless Water Heater.","32.983919","4150","-96.767484","https://photos.zillowstatic.com/p_f/ISfcq4zvo746vh1000000000.jpg","https://photos.zillowstatic.com/p_f/IS76osgpkzv8vh1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzlgyigrnbvh1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtj4gccjfevh1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj75o95v2r01i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISb13cryqui31i1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3v009smma61i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvoynqlie291i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISniwb8fe6ub1i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfcuzp8ayle1i1000000000.jpg","https://photos.zillowstatic.com/p_f/IS76sn726qdh1i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvw4q24piahyh1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzzpbpv1i5k1i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISrtnz6px9xm1i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjnlnoit1pp1i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbhjb6cptgs1i1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3bhzn5ll8v1i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISv4fn5zgd0y1i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnycbnsc5s02i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISnq2ekxka2kyh1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfsaz4m8xj32i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISfk022rg2umyh1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7m8nmf4pb62i1000000000.jpg","https://photos.zillowstatic.com/p_f/IS7eypjkculpyh1000000000.jpg","https://photos.zillowstatic.com/p_f/ISzf6b490h392i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISr94zl2w8vb2i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISz7wd1e8mdsyh1000000000.jpg","https://photos.zillowstatic.com/p_f/ISr1u1j74e5vyh1000000000.jpg","https://photos.zillowstatic.com/p_f/ISj32n3wr0ne2i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISjvrp0106xxyh1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbxzalpnseh2i1000000000.jpg","https://photos.zillowstatic.com/p_f/IS3rxy2jjk6k2i1000000000.jpg","https://photos.zillowstatic.com/p_f/ISvkrrtztlgewh1000000000.jpg","https://photos.zillowstatic.com/p_f/ISbppdiuvxo0zh1000000000.jpg",,,,,,,,,,,,,,,,,,,,,"6500","https://www.zillow.com/homedetails/7935-Sarahville-Dr-Dallas-TX-75252/303981869_zpid/","2019"
