"address/city","address/community","address/neighborhood","address/state","address/streetAddress","address/subdivision","address/zipcode","bathrooms","bedrooms","currency","description","latitude","livingArea","longitude","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","photos/50","photos/51","photos/52","photos/53","photos/54","photos/55","photos/56","photos/57","photos/58","photos/59","photos/60","photos/61","photos/62","photos/63","photos/64","photos/65","photos/66","photos/67","price","url","yearBuilt"
"Van Nuys",,,"CA","7317 Haskell Ave APT 211",,"91406","1","1","USD","Newly Renovated!

Welcome to Haskell Apartments! Your new home community is located just minutes away from top schooling, cafes, bars, fine dining, and entertainment at the Westfield Topanga Mall. As a pet-friendly community, Haskell Apartments has so much to offer, including professional on-site management and maintenance teams who are ready to assist you. Our well-crafted, newly renovated homes include new cabinets, appliances, and lighting. We are certain that you will find a home that perfectly fits your lifestyle. 

APARTMENT AMENITIES

- Ceiling Fan
- Dishwasher
- Disposal
- Refrigerator
- Stove
- Microwave
- Breakfast Bar
- AC and Heating

Community Features

-Newly Remolded Building
-Building Intercom Entry System
- Gated Parking
- Laundry Facilities
- Swimming Pool
- Public Parks Nearby

Lease Terms
-12 months

PET POLICY
$250 Deposit
$35 Monthly rent

Owners pay for Water, Trash and Sewer","34.20354461669922","760","-118.47550201416016","https://photos.zillowstatic.com/fp/64ccbb4ea8772341d166e03e61662df9-p_f.jpg","https://photos.zillowstatic.com/fp/dd35aef816ecb8ef99132556153c6b68-p_f.jpg","https://photos.zillowstatic.com/fp/6ce071fb49ee9767b2e8e5b80809b110-p_f.jpg","https://photos.zillowstatic.com/fp/535cc1d5f37ebba7e2e732637102855d-p_f.jpg","https://photos.zillowstatic.com/fp/cdb1bbb43a2ca6f7d12559a7f08a29da-p_f.jpg","https://photos.zillowstatic.com/fp/b15a6405ab43ea68eae231c55c22d7c6-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1795","https://www.zillow.com/homedetails/7317-Haskell-Ave-APT-211-Van-Nuys-CA-91406/2084318110_zpid/",
"Northridge",,,"CA","18556 Community St #3",,"91324","1","2","USD","Spacious and Bright 2nd Floor Apt. Accepting Section 8 with 2 bedroom voucher. Newly renovated laminate/tile floor. Vaulted ceiling, Recessed lighting, brand new stainless steel kitchen appliances. Kitchenette, large living room, good size Bedrooms with large mirrored closet doors. Brand new shower doors, vanity with granite top. For more properties like this visit GoSection8.com.","34.22278594970703","930","-118.5380859375","https://photos.zillowstatic.com/fp/e90a85eb3e87be59bb0d0e8256a15369-p_f.jpg","https://photos.zillowstatic.com/fp/aa2ccffbd3e5638016ed6f1403cc61b6-p_f.jpg","https://photos.zillowstatic.com/fp/261753f54637fe6a34dfa0c7fbc522c0-p_f.jpg","https://photos.zillowstatic.com/fp/8dc68c981efeb76031babfbff5cc11f6-p_f.jpg","https://photos.zillowstatic.com/fp/329655f65e8453815fce1b4f8efa8614-p_f.jpg","https://photos.zillowstatic.com/fp/fa7a1a5d9e5ba82573912807fba7764b-p_f.jpg","https://photos.zillowstatic.com/fp/4e2ca69c4e6ba54444424a118e0f1f29-p_f.jpg","https://photos.zillowstatic.com/fp/4588ade2d666befaf6f5f3ebbf99d9aa-p_f.jpg","https://photos.zillowstatic.com/fp/3d9236ae4a8b193cdd1d817ef01679b4-p_f.jpg","https://photos.zillowstatic.com/fp/d822e9bd173bb3acd390042d0a0b6fcd-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2100","https://www.zillow.com/homedetails/18556-Community-St-3-Northridge-CA-91324/2078821447_zpid/","1960"
"Canoga Park",,,"CA","8485 Valley Circle Blvd APT 107",,"91304","1","1","USD","Newly Renovated 1 Bed & 1 Bath w/ priv Balcony - Newly Renovated 1 Bed & 1 Bath w/ priv Balcony
Call NOW for an appointment to 

16 Unit Building in rural-like area in West Hills
Unit Features:
-Central A/C
-Gas Fireplace
-Balcony
-New kitchen granite countertop
-New kitchen stainless steel sink and faucet
-New dishwasher
-New linoleum floor in kitchen, dining room, hall & bathroom
-New carpet in living room and bedroom
-New Fresh paint
-Unit includes 1-2 parking spots
-Property between 118-Fwy and 101 near Chatsworth lake, near Topanga Mall

Monthly rent (1 year contract)
Security Deposit
$35.00 Application Fee for all applicants over 18 yrs. of age
Renter's insurance required
Tenant responsible for all utilities except water and trash

COVID-19 SHOWINGS PRACTICE:
Wear mouth masks at all times. Keep 6 ft. social distance. Videos upon request. Manager will step outside while showing is in progress.

CALL NOW FOR AN APPOINTMENT!

(RLNE5827239)","34.22388458251953",,"-118.64704132080078","https://photos.zillowstatic.com/fp/0fb2ec882d58099579865543b3ee8d0c-p_f.jpg","https://photos.zillowstatic.com/fp/9f343973d0fac9ea1f7aebcf37a5e317-p_f.jpg","https://photos.zillowstatic.com/fp/b4e884ddd6e96898d3e69ae1ea44ba63-p_f.jpg","https://photos.zillowstatic.com/fp/b112e50746f4c3c8860da80d59035cea-p_f.jpg","https://photos.zillowstatic.com/fp/c835510f5118a71ae8f91dddab04231d-p_f.jpg","https://photos.zillowstatic.com/fp/2c95e383df0c5815d3da834b017baa48-p_f.jpg","https://photos.zillowstatic.com/fp/7f63cfdf329c75662e278b204cd70ce0-p_f.jpg","https://photos.zillowstatic.com/fp/b92dc27c66fe6a338133fe66407d3763-p_f.jpg","https://photos.zillowstatic.com/fp/2e832627e088c041b0399130e5bbf442-p_f.jpg","https://photos.zillowstatic.com/fp/0a909370208e9320080d06b3bf20cfd5-p_f.jpg","https://photos.zillowstatic.com/fp/f30f42f6deac3418c157e4e665f2dae4-p_f.jpg","https://photos.zillowstatic.com/fp/73c06f216b592e77c1bbd1e3b1ce1e48-p_f.jpg","https://photos.zillowstatic.com/fp/7e8343afff870cc268343ddeab6f1164-p_f.jpg","https://photos.zillowstatic.com/fp/3070b5421e07f689d1385f002418f601-p_f.jpg","https://photos.zillowstatic.com/fp/4a94531c0ed5169399d76f7f733b3d38-p_f.jpg","https://photos.zillowstatic.com/fp/350b686f4e4510aab165cf8acf7a8270-p_f.jpg","https://photos.zillowstatic.com/fp/2b80b0d1311fe418b3312bc2dd287a1f-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1550","https://www.zillow.com/homedetails/8485-Valley-Circle-Blvd-APT-107-Canoga-Park-CA-91304/2079354606_zpid/",
"Los Angeles",,,"CA","13815 Victory Blvd UNIT 3",,"91401","3","3","USD","Located in Valley Glen in close proximity to a post office, drugstore, grocery store, a gym, and countless restaurants, this condo is surrounded by all your basic needs! Perfect for the New Normal of the Pandemic.This townhome style condo is three storiesof gorgeous laminate flooring (plus the ground level w/ your very own laundry room and garage parking), multiple balconies, and a trendy loft space! Enter into the open living room and head straight back to the spacious kitchen, including a refrigerator, stove, dishwasher, and room for a dining area. Theres one bathroom on the ground floor, perfect for entertaining, and a bedroom that would work great as a home office!Ascend the stairs and find a second bedroom and bathroom, and a luxuriously large master suite with a staircase up to the loft with ANOTHER balcony! Plenty of room to stretch out or have a separate space to enjoy while working from home. One garage parking space and an additional assigned space- and washer/dryer in unit!","34.187191009521484","1600","-118.43412017822266","https://photos.zillowstatic.com/fp/d28afcc1cf04b806a1eaa61efb99c998-p_f.jpg","https://photos.zillowstatic.com/fp/c4a3aa104c821515cdbfca5be1cbf8f3-p_f.jpg","https://photos.zillowstatic.com/fp/0e07bf29e3396dda3c47044557eb656d-p_f.jpg","https://photos.zillowstatic.com/fp/23e6ee18fd535aa2cd3ee8f85719801f-p_f.jpg","https://photos.zillowstatic.com/fp/4a0df1c46d4971fae6e7ea2aa21921a7-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3795","https://www.zillow.com/homedetails/13815-Victory-Blvd-UNIT-3-Los-Angeles-CA-91401/82775023_zpid/","1988"
"Granada Hills",,,"CA","17330 Chatsworth St",,"91344","1.5","2","USD","Fully renovated large 2 bedroom with 2 bath (estimated at 1,125 sqft in area) unit with central air conditioning ideally located on the buildings lower East side (second floor) with views of the Valley. This building is a newer renovated apartment building of all 2 bedroom units ideally located in a prime location within Granada Hills and within walking distance to Granada Hills Charter High School. The building boasts all spacious two bedroom apartment homes, with granite kitchens and baths Frigidaire Gallery & Professional Series stainless steel appliances, central Heat/AC, large wood cabinets, tile flooring, rich carpet, and large glass windows with wonderful light with views of the Valley and no direct tenants below. Conveniently located within walking distance to markets, restaurants, wonderful local shops, and business you will appreciate being only steps away from the main street area of Granada Hills. Located in the North San Fernando Valley it's easy to commute to nearby offices, colleges, and universities from this luxury apartment building. This unit offers also offers: **Two baths **Automatic 2-car garage **Central A/C and Heat **Large Family room **Granite counters & stainless steel appliances **Dishwasher **Security access building & gated parking **Water/Trash included in the lease price.","34.26451873779297","1125","-118.51222229003906","https://photos.zillowstatic.com/fp/ecd960ef44407e97099fa27894e3cd26-p_f.jpg","https://photos.zillowstatic.com/fp/1f229928e77c01fd532d412da9ced093-p_f.jpg","https://photos.zillowstatic.com/fp/74ac08a208871dbd2771a18e3aad943b-p_f.jpg","https://photos.zillowstatic.com/fp/6931a8f5a610421d454f86e83165b37a-p_f.jpg","https://photos.zillowstatic.com/fp/a2795869f05ae23ea4f692f7873de494-p_f.jpg","https://photos.zillowstatic.com/fp/32b742f3bd36e39ad838fea255340502-p_f.jpg","https://photos.zillowstatic.com/fp/ffd242a777021e9cfa13275fdfcfdc19-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2095","https://www.zillow.com/homedetails/17330-Chatsworth-St-Granada-Hills-CA-91344/2116895117_zpid/","1985"
"Canoga Park",,,"CA","8485 Valley Circle Blvd #207",,"91304","1","1","USD","Newly renovated 1 Bed & 1 Bath w/priv Balcony - Newly Renovated 1 Bed & 1 Bath w/priv Balcony
Call NOW for an appointment to

16 Unit Building in rural-like area in West Hills
Unit Features:
-Central A/C
-Gas Fireplace
-Balcony
-New granite kitchen countertop
-New gas stove
-New dishwasher
-New kitchen stainless steel sink and faucet
-New linoleum floor in kitchen, dining room, hall & bathroom
-New carpet in living room and bedroom
-New Handheld Shower head
-New Fresh paint
-Unit includes 1-2 parking spots
-Property between 118-Fwy and 101 near Chatsworth lake, near Topanga Mall

Monthly rent (1 year contract)
Security Deposit
$35.00 Application Fee for all applicants over 18 yrs. of age
Renter's insurance required
Tenant responsible for all utilities except water and trash

COVID-19 SHOWINGS PRACTICE:
Wear mouth masks at all times. Keep 6 ft. social distance. Videos upon request. Manager will step outside while showing is in progress.

CALL NOW FOR AN APPOINTMENT!

(RLNE5827239)","34.2238883972168",,"-118.64705657958984","https://photos.zillowstatic.com/fp/43ec3a73a193b0757c0a5ba4e85659cf-p_f.jpg","https://photos.zillowstatic.com/fp/b55fdffa75eaaacb4f6d755a6f616f1c-p_f.jpg","https://photos.zillowstatic.com/fp/2604e2ef634f0f2644acfd5f2e67ce67-p_f.jpg","https://photos.zillowstatic.com/fp/6f16c7ce4f5df216bbca73368e8930f8-p_f.jpg","https://photos.zillowstatic.com/fp/777c69005ccabc9c1973635e533e998e-p_f.jpg","https://photos.zillowstatic.com/fp/911894d105de3821a9b131de62ca5175-p_f.jpg","https://photos.zillowstatic.com/fp/1cab38d99a04317f1974e391953147df-p_f.jpg","https://photos.zillowstatic.com/fp/8b7483b24823024af13ec98a6ddcb05d-p_f.jpg","https://photos.zillowstatic.com/fp/c39c8a13c40a00f528eedd0fa23b2144-p_f.jpg","https://photos.zillowstatic.com/fp/c213eb44ca1530f0e4b2e5ceec8b9141-p_f.jpg","https://photos.zillowstatic.com/fp/2b3d6aed924be993e2fa5c2089e53fef-p_f.jpg","https://photos.zillowstatic.com/fp/41476a53b8fb33a5d30bb3e5f8fcc0a9-p_f.jpg","https://photos.zillowstatic.com/fp/a8c83ef57688a36dc378e8bf9b26997b-p_f.jpg","https://photos.zillowstatic.com/fp/7e8343afff870cc268343ddeab6f1164-p_f.jpg","https://photos.zillowstatic.com/fp/350b686f4e4510aab165cf8acf7a8270-p_f.jpg","https://photos.zillowstatic.com/fp/3070b5421e07f689d1385f002418f601-p_f.jpg","https://photos.zillowstatic.com/fp/4a94531c0ed5169399d76f7f733b3d38-p_f.jpg","https://photos.zillowstatic.com/fp/2b80b0d1311fe418b3312bc2dd287a1f-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1550","https://www.zillow.com/homedetails/8485-Valley-Circle-Blvd-207-Canoga-Park-CA-91304/2079354604_zpid/",
"Encino",,,"CA","17462 Bullock St",,"91316","1","2","USD","Upgraded inside and out and ready to move in. Located in the heart of Encino and minutes from everything you need. Property is close to houses of worship, a short drive to world famous Ventura Blvd which offers many eclectic shops, restaurants, ethnic super markets and local fast food establishments, Balboa Park, and 20 minutes from the beach or the West Side. Beautiful 2 bed 1 Bath with Newly painted, new windows and window treatments and a entertainers backyard you and your friends will love! Rent INCLUDES Refrigerator, washer Dryer, pest control, gardener, backyard furniture and Bar-B-Q. This one will go fast so run don't walk :-)","34.17954635620117","803","-118.5138931274414","https://photos.zillowstatic.com/fp/40595ae5607105084560357e66f7cca7-p_f.jpg","https://photos.zillowstatic.com/fp/32752a865cedf5900e4eba652a37bf86-p_f.jpg","https://photos.zillowstatic.com/fp/77b2ba6975a12b3e2f6497a8b8db1f16-p_f.jpg","https://photos.zillowstatic.com/fp/e6aa77484642e1b1aed13a3b751aa37d-p_f.jpg","https://photos.zillowstatic.com/fp/78efa8fa571aa15fb7ac8bced221bf10-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2500","https://www.zillow.com/homedetails/17462-Bullock-St-Encino-CA-91316/19977684_zpid/","1949"
"Canoga Park",,,"CA","7228 Alabama Ave APT 8",,"91303","1","1","USD","2 FREE WEEKS ON APPROVED CREDIT
 Great Location within in walking distance to the Metro. 1 bedroom 1 bath unit on the second floor. Lovely kitchen with lots of storage cabinets and eating area. Spacious living room with laminate floors. Large bedroom with newer carpet. No Parking.

1 bedroom, 1 bath, patio, water and trash included

Available now, you are welcome to take a drive by and check out the area. If interested please call Brenda to schedule a time to see the inside. Screening fee of $30 per person to be submitted with application only. Small pet welcome with a pet deposit and pet license.

WATER AND TRASH INCLUDED","34.20188522338867",,"-118.59889221191406","https://photos.zillowstatic.com/fp/6ced791bc861075368ed32c4bdb7b6d5-p_f.jpg","https://photos.zillowstatic.com/fp/2912f271c1f5f41ff9732136a862d9ce-p_f.jpg","https://photos.zillowstatic.com/fp/b615c4489e1e4de58d20babf4fcf050f-p_f.jpg","https://photos.zillowstatic.com/fp/9113776441b1bade9dfdd104f0a0196d-p_f.jpg","https://photos.zillowstatic.com/fp/85fa241022126388c88fa1d4986981f2-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1425","https://www.zillow.com/homedetails/7228-Alabama-Ave-APT-8-Canoga-Park-CA-91303/2084767256_zpid/",
"Van Nuys",,,"CA","14140 Sherman Way",,"91405","1","1","USD","Bright and Charming One Bedroom in Prime Valley Location with Parking! - Charming and spacious one bedroom available with new paint, dark hardwood flooring and one parking space included. This is the best deal in the valley! In close proximity of the 405 Freeway. Laundry facility onsite.

No Pets Allowed

(RLNE5060844)","34.20102310180664","700","-118.44149017333984","https://photos.zillowstatic.com/fp/68ab872d629dcd3c603060cb541c5acc-p_f.jpg","https://photos.zillowstatic.com/fp/448dc50af453eee469e1bcb8eb25ff52-p_f.jpg","https://photos.zillowstatic.com/fp/1aed714b0f35ae30a0d9d59a3ac735fb-p_f.jpg","https://photos.zillowstatic.com/fp/c816a5a000bebf860482a9b76de37374-p_f.jpg","https://photos.zillowstatic.com/fp/d67fc5f80dee54797e760a640cd427e0-p_f.jpg","https://photos.zillowstatic.com/fp/9e156e5a5c733dfcd2ceab2205cd5ac2-p_f.jpg","https://photos.zillowstatic.com/fp/284332effcd7aeb6e509a55a6d208238-p_f.jpg","https://photos.zillowstatic.com/fp/9abf0d9fc5bb8d2e12bab5bad3ee88a8-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1295","https://www.zillow.com/homedetails/14140-Sherman-Way-Van-Nuys-CA-91405/2077776908_zpid/",
"Canoga Park",,,"CA","21001 Roscoe Blvd #SAN4EPNXU",,"91304","2","2","USD","Conveniently located near parks, grocery stores and restaurants, Roscoe Apartments offers spacious floor-plans, well maintained landscaping and a friendly staff.

12 Months","34.2204475402832",,"-118.59078979492188","https://photos.zillowstatic.com/fp/dc51b5b78a65b1a05ea5dab56ed926fa-p_f.jpg","https://photos.zillowstatic.com/fp/fc5567e4e175fb2c72e81f89f62c6e7b-p_f.jpg","https://photos.zillowstatic.com/fp/97f8a82be2bdb14e51e7b7d489cf347b-p_f.jpg","https://photos.zillowstatic.com/fp/b8fc6034be7b1562d0b51dca58332931-p_f.jpg","https://photos.zillowstatic.com/fp/62d99f7639482af61f9ce7d90791db79-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1750","https://www.zillow.com/homedetails/21001-Roscoe-Blvd-SAN4EPNXU-Canoga-Park-CA-91304/2079421714_zpid/",
"Northridge",,,"CA","18315 Malden St APT 8",,"91325","1","2","USD","Beautiful Spacious Renovated 2 Bedroom 1 Bathroom in Northridge, CA - You'll love this spacious newly renovated 2 Bed/1 Bath apartment with hardwood flooring throughout. This 850 sqft unit features an onsite laundry room, crown molding, large closets, recess lighting, brand new windows, granite counter-tops, and A/C. Brand new appliances and a parking space included. This centrally located apartment is in Northridge CA, near Cal State Northridge and the Northridge Fashion Center. You don't want to miss this!
Tags

No Pets Allowed

(RLNE4033047)","34.22568130493164","850","-118.53238677978516","https://photos.zillowstatic.com/fp/59250424b2cb4f97a22233a50258f042-p_f.jpg","https://photos.zillowstatic.com/fp/5928b6798d8b58cc060c99b41c92960d-p_f.jpg","https://photos.zillowstatic.com/fp/c55fe6accc44662d31b20c63fef8345c-p_f.jpg","https://photos.zillowstatic.com/fp/bed4671bb9c6da607f521345cc8f1eea-p_f.jpg","https://photos.zillowstatic.com/fp/4c530604c881c69e58cdf60a4de9bd98-p_f.jpg","https://photos.zillowstatic.com/fp/11fb13093b2cdce696d48b33734fdb4d-p_f.jpg","https://photos.zillowstatic.com/fp/78f6b67eb3a85399d9c70f8c0fa24b5f-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1795","https://www.zillow.com/homedetails/18315-Malden-St-APT-8-Northridge-CA-91325/2089962186_zpid/",
"Los angeles",,,"CA","Larwin Ave",,"91311","2","2","USD","This picturesque, 1 story, 1068 sq ft. 2 bedroom, 2 bath townhome is ABSOLUTELY GORGEOUS!! This unit is immaculately remodeled and includes a private 2-car garage with full-size washer/dryer. The interior features tons of natural light, an open, spacious floor plan, beautiful wood-laminate plank flooring throughout, natural stone Travertine tile in kitchen and baths, recessed lighting, modern ceiling fans, and Central Heating and A/C, all of which make living here a true pleasure.

A Luxurious Chef's Kitchen includes all energy efficient, new stainless steel appliances: Dishwasher, Refrigerator, Oven (with built-in microwave), and Glass Top Stove. It also includes beautifully designed granite counters and Shaker cabinets. Not only that, but the stainless steel sink even has Filtered Water - an amazing upgrade!

The expansive master bedroom suite with ensuite bathroom and master closet is a delight! There are loads of cabinets and storage space everywhere. In addition, Solar Panels for hot water provide a huge perk, and offset your utility bill!

This space feels expansive, as the open floor living room/dining area overlooks a spacious, private, peaceful patio, while the kitchen opens up to a 2nd private garden patio (with direct access to the garage). There is lots of room to lounge, garden, and enjoy!

Rockpointe is one of the most sought-after complexes in the West Valley. With 24/7 private security, this resort-style living experience includes 54-acres of common area; exquisite tree-lined walking paths, children's playgrounds, and grassy knolls. With 2 stunning parks on either side of the complex - Historic Stoney Point Park and Chatsworth Oaks Park - you have immediate access to endless outdoor adventures such as hiking, biking, and sports. Not only that, but serene outdoor pools and jacuzzis surrounded by lush, green foliage suggest nothing short of paradise.

This is the perfect combination of peaceful nature, but still close to the action! A short drive from restaurants, coffee shops, shopping and schools, as well as the popular Chatsworth train station. This delightful rental property is also conveniently close to The Village at Topanga and mere minutes from the 118 Freeway. The perfect new home in a perfect location!

Tenant is responsible for utilities--electric, water and trash.","34.26039123535156","1068","-118.61366271972656","https://photos.zillowstatic.com/fp/782f84aca2516f67018e37c90649c0db-p_f.jpg","https://photos.zillowstatic.com/fp/900937d3ddd502ca03a159aba6cad8cb-p_f.jpg","https://photos.zillowstatic.com/fp/5295f11b28473ab73bb9774de355e86a-p_f.jpg","https://photos.zillowstatic.com/fp/fde4c9f6d58bda8c66660e03439ebf95-p_f.jpg","https://photos.zillowstatic.com/fp/bd5dd2d9e1b90ebf214a10d14ac92e4d-p_f.jpg","https://photos.zillowstatic.com/fp/9f9f18673038c3d8b6305f8345a2ec6a-p_f.jpg","https://photos.zillowstatic.com/fp/2e8db67da74742af363eb82fb6fb556b-p_f.jpg","https://photos.zillowstatic.com/fp/acd25f30d40f311fac1afca09984038f-p_f.jpg","https://photos.zillowstatic.com/fp/0a10740fde76c90e21e2fef05878b902-p_f.jpg","https://photos.zillowstatic.com/fp/73164240d7708b9a29035be6f222d9eb-p_f.jpg","https://photos.zillowstatic.com/fp/85cd123aad29a40e45d6903e67096f4f-p_f.jpg","https://photos.zillowstatic.com/fp/db7cc46883d8fe144bbf5b8b1dd0574a-p_f.jpg","https://photos.zillowstatic.com/fp/c6932a9a1601d906966dee408eca360e-p_f.jpg","https://photos.zillowstatic.com/fp/1bb1aa59af1182505c73ea1eead9b964-p_f.jpg","https://photos.zillowstatic.com/fp/64357123ac4cedf40dc9d0769e4f8378-p_f.jpg","https://photos.zillowstatic.com/fp/35d05437eef37e774cc4b0ab64d8660a-p_f.jpg","https://photos.zillowstatic.com/fp/586c5138be7cf361bf6c7eab6b64c4f8-p_f.jpg","https://photos.zillowstatic.com/fp/4153c3726d8c1d05c47e2cba1b6c72aa-p_f.jpg","https://photos.zillowstatic.com/fp/33a56f2af348b44bee376300265b7110-p_f.jpg","https://photos.zillowstatic.com/fp/a9fa05bae1d8862e9aa75559a24609ee-p_f.jpg","https://photos.zillowstatic.com/fp/623246a6993bbad4fa5b348e1447c19f-p_f.jpg","https://photos.zillowstatic.com/fp/41562d0ea7ff7c9b1816d5254c12d667-p_f.jpg","https://photos.zillowstatic.com/fp/553b373c8516e2e2e5b8c1d01a239924-p_f.jpg","https://photos.zillowstatic.com/fp/3bcfe4c830f53708e63a1fe27a226c1d-p_f.jpg","https://photos.zillowstatic.com/fp/761ffeee2fcf611a488cd49bfb42bab8-p_f.jpg","https://photos.zillowstatic.com/fp/10ef5d6e6b8a72f171bc3e55190f68c6-p_f.jpg","https://photos.zillowstatic.com/fp/f46349795c3d26a7855a060224f77256-p_f.jpg","https://photos.zillowstatic.com/fp/592ba2620302c0f9e1c2978c24b2c5e6-p_f.jpg","https://photos.zillowstatic.com/fp/72dc9b56b94e0c075a67600a9369fbae-p_f.jpg","https://photos.zillowstatic.com/fp/f4045b8863760e807305562c22653b1b-p_f.jpg","https://photos.zillowstatic.com/fp/1bec4786716efa599216d889f6c48f0e-p_f.jpg","https://photos.zillowstatic.com/fp/d48c007d791e37939e2f4eb15b7af88d-p_f.jpg","https://photos.zillowstatic.com/fp/32b2573d2b679578bee7f3898916794d-p_f.jpg","https://photos.zillowstatic.com/fp/1853574b8ce6fa491ff9e710228b88cc-p_f.jpg","https://photos.zillowstatic.com/fp/667a86b3f4adc569cb734c09e31d3088-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2995","https://www.zillow.com/homedetails/Larwin-Ave-Los-Angeles-CA-91311/2080276219_zpid/",
"Van Nuys",,,"CA","7228 Hazeltine Ave #1",,"91405","1","2","USD","Newly remodeled 2 bed x 1 bath spacious apartment in 6-unit building features wood floors, bright open living room, new linoleum floors in the kitchen/dining area, plenty of storage space, and new linoleum floors in the bathrooms! Additional features: window A/C units, wall heater, and new blinds! Private patio/balcony, laundry facilities on site, and parking on site! (one assigned parking space included) 

BONUS FEATURE: Brand new stove/oven! 

Pet Friendly: 1 small dog allowed 

Nearby Schools: Hazeltine Avenue Elementary School, Andres and Maria Cardenas Elementary School, Kittridge Street Elementary School, Van Nuys Elementary School, Valerio Street Elementary School, Lashon Academy, Ranchito Avenue Elementary School, Valley Charter Middle School, James Madison Middle School, Robert Fulton Middle School, Vista Middle School, Roy Romer Middle School, Van Nuys Middle School, CHAMPS Charter High School, Panorama High School, Van Nuys High School, Ulysses S. Grant High School, Los Angeles Valley College, Pierce College and more! 

Nearby Stores and Restaurants: Ralphs, Food 4 Less, Smart & Final, Rite Aid, Dollar Tree, Big Lots, Target, Walmart, Ross, Living Spaces, The Home Depot, Panorama Mall, Van Nuys Plant, McDonald's, NORMS, Hungry Fox, Boston Market, AYCE Gogi, In-N-Out, The Habit, Ono Hawaiin BBQ, Corner Grille, Starbucks and more! 

Close Proximity: Van Nuys, Valley Glen, Panorama City, North Hills, Arleta, Granada Hills, Chatsworth, Northridge, Reseda, Lake Balboa, North Hollywood, Sun Valley, Valley Village, Burbank, Sherman Oaks, Encino, Hollywood, Downtown Los Angeles, easy access to 170, 405, 118 & 5 freeways

Call, Text, or Email to schedule an APPOINTMENT!","34.20207977294922",,"-118.43964385986328","https://photos.zillowstatic.com/fp/4b5d7e9cb73442d92cdf533e8e79467e-p_f.jpg","https://photos.zillowstatic.com/fp/ec6368ccc85dbbbfff8d761209b3a2c9-p_f.jpg","https://photos.zillowstatic.com/fp/2383cf095ebbb91b450717de4916683e-p_f.jpg","https://photos.zillowstatic.com/fp/b2d7332b5618bff0932438e49d728033-p_f.jpg","https://photos.zillowstatic.com/fp/5279814cecc441d1c39bf023dca7962f-p_f.jpg","https://photos.zillowstatic.com/fp/49c0a0162e1bcf410d6d0f3a336f33d0-p_f.jpg","https://photos.zillowstatic.com/fp/c861b846108ca5ec0ac1d0ffa7130406-p_f.jpg","https://photos.zillowstatic.com/fp/e60a710f0697ed320047fdbb84643bac-p_f.jpg","https://photos.zillowstatic.com/fp/2f3480ac3b44bc4d76d9b454a492c949-p_f.jpg","https://photos.zillowstatic.com/fp/9378afb65ea0ba34deccd33e619409ae-p_f.jpg","https://photos.zillowstatic.com/fp/fb655bf9904e8a2cc3bb40793387fa01-p_f.jpg","https://photos.zillowstatic.com/fp/215e5418187795bfdf593e5332509b87-p_f.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1695","https://www.zillow.com/homedetails/7228-Hazeltine-Ave-1-Van-Nuys-CA-91405/2077778008_zpid/",
